nu_cm1,S_cm_per_molec,gamma_air,gamma_self,elower,iso,band_upper,band_lower,branch_J
1293.9711,1.879e-28,0.0922,0.114,2845.872,2,2310,0510,R 2e
1293.9725,3.731e-28,0.0809,0.104,3099.1884,3,2330,1330,R 11f
1293.9725,3.731e-28,0.0809,0.104,3099.1884,3,2330,1330,R 11e
1293.9785,4.740e-28,0.0673,0.078,3160.3658,1,0600,0001,R 47e
1293.9846,1.017e-28,0.0704,0.086,1626.1669,3,1200,0220,R 33e
1293.9865,1.880e-28,0.0922,0.114,2845.8859,2,2310,0510,R 2f
1293.9880,1.464e-25,0.0679,0.079,2046.6277,1,1220,0220,Q 45f
1293.9924,2.673e-21,0.0922,0.114,591.2829,1,1110,0110,R 2e
1293.9985,2.673e-21,0.0922,0.114,591.2877,1,1110,0110,R 2f
1293.9991,1.734e-28,0.0709,0.087,3535.3287,3,2310,2110,R 31f
1293.9995,1.370e-28,0.0722,0.09,1485.1258,2,1220,0200,Q 28e
1293.9998,3.396e-28,0.0783,0.101,4423.1345,1,3310,2310,R 14e
1294.0016,2.507e-28,0.0736,0.093,4378.7068,1,1770,0770,P 24e
1294.0016,2.507e-28,0.0736,0.093,4378.7068,1,1770,0770,P 24f
1294.0023,1.378e-27,0.0662,0.075,3012.4381,4,2110,1110,R 54f
1294.0045,2.223e-28,0.0745,0.094,4637.785,1,4110,3110,R 21e
1294.0068,6.113e-28,0.0733,0.092,2695.4594,5,2220,1220,R 24e
1294.0089,7.444e-28,0.0681,0.08,3294.2428,3,3000,2000,R 43e
1294.0104,6.114e-28,0.0733,0.092,2695.4469,5,2220,1220,R 24f
1294.0124,2.667e-25,0.0685,0.081,1936.0829,1,1220,0220,Q 42e
1294.0162,9.722e-28,0.0692,0.083,2893.6292,4,2220,0420,R 38e
1294.0225,1.453e-28,0.0809,0.104,1233.1991,1,1200,0220,R 11e
1294.0254,6.472e-28,0.0754,0.096,2479.494,2,1440,0440,Q 20f
1294.0254,6.472e-28,0.0754,0.096,2479.494,2,1440,0440,Q 20e
1294.0287,6.505e-22,0.077,0.099,113.95,2,1000,0000,R 16e
1294.0306,1.376e-25,0.067,0.077,3240.8241,1,1001,0001,R 49e
1294.0325,6.530e-28,0.0733,0.092,4198.6268,1,1331,0331,R 24f
1294.0325,6.530e-28,0.0733,0.092,4198.6263,1,1331,0331,R 24e
1294.0335,9.739e-28,0.0692,0.083,2893.4199,4,2220,0420,R 38f
1294.0467,8.749e-28,0.0642,0.069,3146.9936,4,2000,1000,R 69e
1294.0577,1.844e-24,0.0799,0.103,1234.1672,3,1220,0220,R 12f
1294.0577,1.844e-24,0.0799,0.103,1234.1684,3,1220,0220,R 12e
1294.0596,2.257e-24,0.0722,0.09,894.4089,5,1110,0110,R 27f
1294.0600,5.966e-27,0.0677,0.079,2550.8681,4,1310,0310,R 45f
1294.0638,3.974e-28,0.0846,0.107,2904.9797,3,1510,0510,R 8e
1294.0645,5.238e-27,0.0704,0.086,2313.2855,5,2110,1110,R 33e
1294.0676,3.927e-28,0.077,0.099,4211.0242,1,2550,0750,P 17e
1294.0676,3.927e-28,0.077,0.099,4211.0242,1,2550,0750,P 17f
1294.0683,3.505e-26,0.0715,0.088,2140.4801,1,1310,0310,Q 30f
1294.0683,4.531e-28,0.0701,0.085,3596.5467,1,2330,1330,Q 35f
1294.0729,4.532e-28,0.0701,0.085,3596.544,1,2330,1330,Q 35e
1294.0760,7.115e-27,0.0759,0.097,2592.9405,3,2220,1220,R 18e
1294.0767,7.115e-27,0.0759,0.097,2592.936,3,2220,1220,R 18f
1294.0828,1.388e-28,0.0725,0.09,1461.6345,2,1220,0200,Q 27e
1294.0902,2.478e-26,0.0663,0.075,2287.6321,4,1200,0200,R 53e
1294.0920,4.033e-26,0.0689,0.082,3446.463,1,1111,0111,R 39e
1294.0940,7.389e-28,0.0759,0.097,2462.6571,2,1440,0440,Q 19e
1294.0940,7.389e-28,0.0759,0.097,2462.6571,2,1440,0440,Q 19f
1294.0943,1.973e-28,0.0709,0.087,3549.9461,2,3110,2110,R 31f
1294.1024,3.320e-28,0.0783,0.101,4423.5033,1,3310,2310,R 14f
1294.1030,2.597e-22,0.0709,0.087,401.4576,3,1000,0000,R 31e
1294.1117,3.974e-28,0.0846,0.107,2905.1246,3,1510,0510,R 8f
1294.1124,1.802e-25,0.0681,0.08,2008.8825,1,1220,0220,Q 44f
1294.1195,1.029e-25,0.082,0.105,2969.6429,1,1530,0530,P 11f
1294.1195,1.029e-25,0.082,0.105,2969.6429,1,1530,0530,P 11e
1294.1227,1.587e-27,0.0679,0.079,1974.5655,4,2000,0200,P 45e
1294.1245,2.266e-23,0.0846,0.107,1804.7715,1,1330,0330,P 9e
1294.1245,2.266e-23,0.0846,0.107,1804.7715,1,1330,0330,P 9f
1294.1277,1.078e-24,0.0892,0.111,2335.1917,1,1400,0400,P 5e
1294.1279,8.024e-28,0.0715,0.088,2139.0967,1,1330,0310,P 30e
1294.1387,5.021e-27,0.0749,0.095,3730.417,1,1660,0660,P 21e
1294.1387,5.021e-27,0.0749,0.095,3730.417,1,1660,0660,P 21f
1294.1404,1.948e-26,0.0677,0.079,2102.4791,5,2000,1000,R 45e
1294.1415,1.300e-28,0.0922,0.114,4200.472,1,2510,1510,R 2e
1294.1572,1.301e-28,0.0922,0.114,4200.4859,1,2510,1510,R 2f
1294.1592,8.422e-28,0.0765,0.098,2446.6615,2,1440,0440,Q 18e
1294.1592,8.422e-28,0.0765,0.098,2446.6615,2,1440,0440,Q 18f
1294.1603,3.250e-25,0.0687,0.081,1900.8302,1,1220,0220,Q 41e
1294.1613,1.587e-25,0.0729,0.091,1426.3172,5,1200,0200,R 25e
1294.1639,1.393e-28,0.0729,0.091,1438.9805,2,1220,0200,Q 26e
1294.1679,8.684e-26,0.0868,0.109,2921.4467,1,1510,0510,P 7f
1294.1702,5.382e-28,0.0704,0.086,3567.2362,1,2330,1330,Q 34f
1294.1715,4.759e-25,0.0665,0.076,1675.6757,4,1110,0110,R 52f
1294.1741,5.383e-28,0.0704,0.086,3567.2339,1,2330,1330,Q 34e
1294.1835,3.848e-27,0.0892,0.111,3629.3194,1,2400,1400,R 4e
1294.1925,8.694e-26,0.0868,0.109,2921.3249,1,1510,0510,P 7e
1294.2120,9.922e-26,0.077,0.099,3278.9511,1,3110,2110,R 16e
1294.2168,2.007e-28,0.0749,0.095,3090.672,4,1550,0550,R 20e
1294.2169,2.007e-28,0.0749,0.095,3090.672,4,1550,0550,R 20f
1294.2210,9.588e-28,0.077,0.099,2431.5075,2,1440,0440,Q 17e
1294.2210,9.588e-28,0.077,0.099,2431.5074,2,1440,0440,Q 17f
1294.2213,4.141e-28,0.0709,0.087,4343.9742,1,1311,0311,R 31e
1294.2257,1.346e-25,0.0745,0.094,2052.9336,2,2110,1110,R 21e
1294.2289,3.775e-28,0.0677,0.079,3249.3797,4,1420,1220,R 45e
1294.2318,2.217e-28,0.0745,0.094,4638.3939,1,4110,3110,R 21f
1294.2330,4.010e-25,0.0663,0.075,1715.5782,4,1110,0110,R 53e
1294.2348,2.210e-25,0.0683,0.08,1971.9733,1,1220,0220,Q 43f
1294.2417,8.185e-26,0.0722,0.09,2167.7132,3,2110,1110,R 27e
1294.2423,1.387e-28,0.0733,0.092,1417.1641,2,1220,0200,Q 25e
1294.2471,4.053e-28,0.0741,0.094,3224.3329,3,3110,1310,R 22e
1294.2479,1.147e-28,0.0707,0.086,3302.357,4,2330,0530,R 32f
1294.2484,4.513e-27,0.0833,0.106,3803.5861,1,3220,2220,R 9e
1294.2484,1.147e-28,0.0707,0.086,3302.3537,4,2330,0530,R 32e
1294.2484,4.513e-27,0.0833,0.106,3803.5858,1,3220,2220,R 9f
1294.2486,7.515e-27,0.0809,0.104,2358.7967,3,1400,0400,R 11e
1294.2487,9.209e-26,0.088,0.11,1726.6109,2,1310,0310,R 5e
1294.2552,2.482e-26,0.0704,0.086,2198.8289,4,1330,0330,R 33f
1294.2553,2.482e-26,0.0704,0.086,2198.8281,4,1330,0330,R 33e
1294.2559,6.051e-28,0.077,0.099,3116.9078,2,1510,1310,R 16e
1294.2664,4.103e-26,0.0719,0.089,2115.239,1,1310,0310,Q 29f
1294.2692,6.372e-28,0.0707,0.086,3538.7616,1,2330,1330,Q 33f
1294.2710,6.628e-27,0.0791,0.102,3586.2111,1,2440,0640,P 14e
1294.2710,6.628e-27,0.0791,0.102,3586.2111,1,2440,0640,P 14f
1294.2720,9.210e-26,0.088,0.11,1726.6578,2,1310,0310,R 5f
1294.2724,6.373e-28,0.0707,0.086,3538.7597,1,2330,1330,Q 33e
1294.2740,1.234e-26,0.0749,0.095,1909.9597,5,1310,0310,R 20e
1294.2794,1.091e-27,0.0777,0.1,2417.1949,2,1440,0440,Q 16e
1294.2794,1.091e-27,0.0777,0.1,2417.1949,2,1440,0440,Q 16f
1294.2869,6.193e-27,0.0709,0.087,3786.4373,1,1221,0221,R 31e
1294.2885,6.196e-27,0.0709,0.087,3786.3797,1,1221,0221,R 31f
1294.2956,2.602e-27,0.0725,0.09,2617.4225,4,1440,0440,R 26e
1294.2956,2.602e-27,0.0725,0.09,2617.4225,4,1440,0440,R 26f
1294.3041,3.947e-25,0.0689,0.082,1866.415,1,1220,0220,Q 40e
1294.3099,3.783e-28,0.0677,0.079,3249.2991,4,1420,1220,R 45f
1294.3113,5.184e-27,0.0675,0.078,2584.6013,4,1310,0310,R 46e
1294.3171,2.475e-28,0.077,0.099,2451.2458,1,1420,0400,P 17e
1294.3183,1.368e-28,0.0736,0.093,1396.1854,2,1220,0200,Q 24e
1294.3207,1.344e-25,0.0745,0.094,2053.3459,2,2110,1110,R 21f
1294.3216,9.911e-26,0.077,0.099,3279.2438,1,3110,2110,R 16f
1294.3343,1.240e-27,0.0783,0.101,2403.7239,2,1440,0440,Q 15e
1294.3343,1.240e-27,0.0783,0.101,2403.7239,2,1440,0440,Q 15f
1294.3412,4.007e-26,0.0689,0.082,3447.6721,1,1111,0111,R 39f
1294.3483,3.162e-28,0.0868,0.109,2363.9356,5,1440,0440,R 6e
1294.3483,3.162e-28,0.0868,0.109,2363.9356,5,1440,0440,R 6f
1294.3502,1.511e-24,0.0868,0.109,1168.672,2,1220,0220,R 6f
1294.3505,1.511e-24,0.0868,0.109,1168.6721,2,1220,0220,R 6e
1294.3526,6.043e-28,0.077,0.099,3117.3633,2,1510,1310,R 16f
1294.3550,2.700e-25,0.0685,0.081,1935.9002,1,1220,0220,Q 42f
1294.3582,1.333e-27,0.0689,0.082,3199.8534,2,3000,2000,R 39e
1294.3648,1.586e-28,0.0707,0.086,3559.9882,3,2310,2110,R 32e
1294.3652,7.520e-28,0.0709,0.087,3511.1231,1,2330,1330,Q 32f
1294.3680,7.521e-28,0.0709,0.087,3511.1215,1,2330,1330,Q 32e
1294.3719,5.208e-27,0.0704,0.086,2314.2849,5,2110,1110,R 33f
1294.3802,1.215e-24,0.0725,0.09,2855.014,1,3000,2000,R 26e
1294.3822,2.051e-24,0.0846,0.107,1174.5663,2,1200,0200,R 8e
1294.3858,1.410e-27,0.0791,0.102,2391.0946,2,1440,0440,Q 14e
1294.3858,1.410e-27,0.0791,0.102,2391.0946,2,1440,0440,Q 14f
1294.3884,1.231e-26,0.0749,0.095,1910.541,5,1310,0310,R 20f
1294.3915,1.337e-28,0.0741,0.094,1376.0446,2,1220,0200,Q 23e
1294.3919,4.041e-28,0.0741,0.094,3225.0939,3,3110,1310,R 22f
1294.3930,6.238e-27,0.0846,0.107,3512.369,1,0820,0620,P 9e
1294.3943,6.239e-27,0.0846,0.107,3512.3659,1,0820,0620,P 9f
1294.3961,9.509e-28,0.0659,0.074,3097.1493,4,2110,1110,R 56e
1294.3981,3.881e-28,0.0677,0.079,3114.188,4,1400,0400,R 45e
1294.4009,9.180e-27,0.077,0.099,2553.3588,2,2220,1220,R 16f
1294.4028,9.181e-27,0.077,0.099,2553.3644,2,2220,1220,R 16e
1294.4168,2.487e-28,0.0662,0.075,3410.6002,2,1001,0001,R 54e
1294.4173,1.811e-24,0.0833,0.106,2499.6278,1,2200,1200,R 9e
1294.4178,4.610e-27,0.0719,0.089,2767.5792,3,2200,1200,R 28e
1294.4278,2.593e-25,0.0643,0.069,1852.5658,4,1000,0000,R 68e
1294.4296,6.053e-22,0.0754,0.096,1443.4353,1,2000,1000,R 19e
1294.4301,4.113e-28,0.0709,0.087,4345.4194,1,1311,0311,R 31f
1294.4339,1.605e-27,0.0799,0.103,2379.3069,2,1440,0440,Q 13f
1294.4339,1.605e-27,0.0799,0.103,2379.3069,2,1440,0440,Q 13e
1294.4368,2.005e-24,0.0759,0.097,1298.6995,3,1200,0200,R 18e
1294.4380,9.104e-27,0.0754,0.096,2590.1577,2,2200,1200,R 19e
1294.4426,8.159e-26,0.0722,0.09,2168.3722,3,2110,1110,R 27f
1294.4440,4.776e-25,0.0692,0.083,1832.8374,1,1220,0220,Q 39e
1294.4449,1.239e-25,0.0791,0.102,1810.4262,3,1310,0310,R 13e
1294.4579,4.790e-26,0.0722,0.09,2090.8376,1,1310,0310,Q 28f
1294.4584,8.847e-28,0.0712,0.088,3484.3209,1,2330,1330,Q 31f
1294.4591,1.966e-25,0.0754,0.096,1327.8843,5,1220,0220,R 19e
1294.4591,1.966e-25,0.0754,0.096,1327.8782,5,1220,0220,R 19f
1294.4607,8.848e-28,0.0712,0.088,3484.3196,1,2330,1330,Q 31e
1294.4622,1.293e-28,0.0745,0.094,1356.7418,2,1220,0200,Q 22e
1294.4639,3.764e-27,0.0696,0.084,3918.3827,1,1201,0201,R 36e
1294.4731,3.287e-25,0.0687,0.081,1900.6634,1,1220,0220,Q 41f
1294.4737,1.119e-26,0.0799,0.103,1823.4487,5,1330,0330,R 12e
1294.4738,1.119e-26,0.0799,0.103,1823.4488,5,1330,0330,R 12f
1294.4755,5.261e-27,0.0892,0.111,2286.6062,2,1400,0400,R 4e
1294.4785,1.829e-27,0.0809,0.104,2368.361,2,1440,0440,Q 12f
1294.4785,1.829e-27,0.0809,0.104,2368.361,2,1440,0440,Q 12e
1294.4794,3.904e-28,0.0857,0.108,4067.6003,1,1710,0710,P 8f
1294.4877,2.971e-23,0.0745,0.094,772.404,3,1110,0110,R 21e
1294.4974,2.331e-28,0.0833,0.106,4301.4222,1,1750,1550,P 10e
1294.4974,2.331e-28,0.0833,0.106,4301.4222,1,1750,1550,P 10f
1294.5002,1.421e-25,0.0683,0.08,1884.5973,4,1220,0220,R 42e
1294.5040,1.267e-24,0.0868,0.109,2354.6844,1,1420,0420,P 7e
1294.5042,1.267e-24,0.0868,0.109,2354.6838,1,1420,0420,P 7f
1294.5088,1.238e-25,0.0791,0.102,1810.6787,3,1310,0310,R 13f
1294.5097,8.060e-28,0.0777,0.1,2415.8791,5,1420,0420,R 15f
1294.5108,8.060e-28,0.0777,0.1,2415.8869,5,1420,0420,R 15e
1294.5121,2.271e-28,0.0696,0.084,2975.8421,5,2200,1200,R 36e
1294.5160,3.911e-28,0.0857,0.108,4067.3954,1,1710,0710,P 8e
1294.5193,4.279e-25,0.0689,0.082,1898.5958,3,2000,1000,R 39e
1294.5197,2.089e-27,0.082,0.105,2358.257,2,1440,0440,Q 11f
1294.5197,2.089e-27,0.082,0.105,2358.257,2,1440,0440,Q 11e
1294.5225,7.106e-26,0.088,0.11,3058.7454,1,2310,1310,R 5e
1294.5238,9.545e-23,0.0922,0.114,1182.7861,1,1220,0220,P 3e
1294.5238,9.545e-23,0.0922,0.114,1182.786,1,1220,0220,P 3f
1294.5260,1.034e-28,0.0667,0.076,3490.3182,1,1420,0420,Q 52e
1294.5269,1.423e-25,0.0683,0.08,1884.5021,4,1220,0220,R 42f
1294.5286,3.774e-23,0.0809,0.104,630.7529,2,1110,0110,R 11e
1294.5300,5.793e-27,0.0846,0.107,2343.9483,3,1420,0420,R 8f
1294.5301,1.238e-28,0.0749,0.095,1338.2771,2,1220,0200,Q 21e
1294.5303,5.793e-27,0.0846,0.107,2343.949,3,1420,0420,R 8e
1294.5477,7.106e-26,0.088,0.11,3058.7939,1,2310,1310,R 5f
1294.5487,1.038e-27,0.0715,0.088,3458.355,1,2330,1330,Q 30f
1294.5506,1.038e-27,0.0715,0.088,3458.3539,1,2330,1330,Q 30e
1294.5575,3.191e-23,0.082,0.105,1926.1847,1,2110,1110,R 10e
1294.5575,2.395e-27,0.0833,0.106,2348.9947,2,1440,0440,Q 10f
1294.5575,2.395e-27,0.0833,0.106,2348.9948,2,1440,0440,Q 10e
1294.5576,1.135e-23,0.0689,0.082,634.0036,5,1000,0000,R 39e
1294.5609,3.773e-23,0.0809,0.104,630.8598,2,1110,0110,R 11f
1294.5664,4.187e-28,0.082,0.105,4107.8992,1,0930,0730,P 11f
1294.5664,4.187e-28,0.082,0.105,4107.8991,1,0930,0730,P 11e
1294.5672,5.660e-27,0.0868,0.109,3490.1844,1,1600,0600,P 7e
1294.5728,6.065e-25,0.0906,0.112,2479.821,1,2220,1220,R 3f
1294.5729,6.065e-25,0.0906,0.112,2479.821,1,2220,1220,R 3e
1294.5798,5.758e-25,0.0694,0.083,1800.0977,1,1220,0220,Q 38e
1294.5798,1.795e-28,0.0707,0.086,3575.5157,2,3110,2110,R 32e
1294.5841,5.212e-28,0.0799,0.103,3083.9815,2,2330,1330,R 12e
1294.5841,5.212e-28,0.0799,0.103,3083.9815,2,2330,1330,R 12f
1294.5848,2.966e-23,0.0745,0.094,772.7474,3,1110,0110,R 21f
1294.5890,3.988e-25,0.0689,0.082,1866.2631,1,1220,0220,Q 40f
1294.5918,2.760e-27,0.0846,0.107,2340.5744,2,1440,0440,Q 9e
1294.5918,2.760e-27,0.0846,0.107,2340.5744,2,1440,0440,Q 9f
1294.5953,1.173e-28,0.0754,0.096,1320.6508,2,1220,0200,Q 20e
1294.5994,3.191e-23,0.082,0.105,1926.2847,1,2110,1110,R 10f
1294.6110,9.581e-24,0.0922,0.114,1754.1181,1,1310,0310,P 3f
1294.6192,9.583e-24,0.0922,0.114,1754.1001,1,1310,0310,P 3e
1294.6227,3.203e-27,0.0857,0.108,2332.996,2,1440,0440,Q 8f
1294.6227,3.203e-27,0.0857,0.108,2332.996,2,1440,0440,Q 8e
1294.6254,2.099e-24,0.0719,0.089,916.6108,5,1110,0110,R 28e
1294.6361,1.213e-27,0.0719,0.089,3433.2255,1,2330,1330,Q 29f
1294.6376,1.213e-27,0.0719,0.089,3433.2246,1,2330,1330,Q 29e
1294.6388,9.478e-28,0.0722,0.09,2090.8376,1,1330,0310,P 28f
1294.6392,5.355e-27,0.0749,0.095,3923.0685,1,3200,2200,R 20e
1294.6411,1.449e-24,0.0719,0.089,1618.9458,2,2000,1000,R 28e
1294.6430,5.576e-26,0.0725,0.09,2067.2764,1,1310,0310,Q 27f
1294.6464,1.045e-28,0.0701,0.085,1653.7525,3,1200,0220,R 34e
1294.6482,8.077e-28,0.0754,0.096,2463.0221,5,1400,0400,R 19e
1294.6502,3.755e-27,0.0868,0.109,2326.2596,2,1440,0440,Q 7e
1294.6502,3.755e-27,0.0868,0.109,2326.2596,2,1440,0440,Q 7f
1294.6577,1.098e-28,0.0759,0.097,1303.8629,2,1220,0200,Q 19e
1294.6626,1.334e-26,0.0791,0.102,1256.3047,1,1220,0200,P 14e
1294.6705,2.071e-27,0.0709,0.087,4247.0775,1,4000,3000,R 31e
1294.6742,4.466e-27,0.088,0.11,2320.3651,2,1440,0440,Q 6e
1294.6742,4.466e-27,0.088,0.11,2320.3651,2,1440,0440,Q 6f
1294.6779,1.148e-25,0.0668,0.076,3282.2922,1,1001,0001,R 50e
1294.6845,1.606e-19,0.0809,0.104,55.3064,1,1000,0000,R 11e
1294.6855,8.577e-28,0.0689,0.082,2924.5752,4,2220,0420,R 39e
1294.6928,2.050e-26,0.0662,0.075,2330.3039,4,1200,0200,R 54e
1294.6936,1.136e-27,0.066,0.074,3055.8142,4,2110,1110,R 55f
1294.6948,5.422e-27,0.0892,0.111,2315.3127,2,1440,0440,Q 5f
1294.6949,5.422e-27,0.0892,0.111,2315.3127,2,1440,0440,Q 5e
1294.6991,6.780e-28,0.064,0.069,3201.9676,4,2000,1000,R 70e
1294.6998,9.566e-26,0.077,0.099,3074.7816,1,1550,0550,P 17e
1294.6998,9.566e-26,0.077,0.099,3074.7816,1,1550,0550,P 17f
1294.7004,6.120e-23,0.0962,0.119,1168.1324,1,1200,0200,R 0e
1294.7027,4.821e-25,0.0692,0.083,1832.6995,1,1220,0220,Q 39f
1294.7047,2.071e-27,0.088,0.11,3679.7879,1,1640,1440,P 6e
1294.7047,2.071e-27,0.088,0.11,3679.7879,1,1640,1440,P 6f
1294.7052,8.595e-28,0.0689,0.082,2924.3444,4,2220,0420,R 39f
1294.7084,5.104e-27,0.0675,0.078,2587.3422,4,1310,0310,R 46f
1294.7116,6.919e-25,0.0696,0.084,1768.1958,1,1220,0220,Q 37e
1294.7120,6.793e-27,0.0906,0.112,2311.1023,2,1440,0440,Q 4f
1294.7120,6.793e-27,0.0906,0.112,2311.1023,2,1440,0440,Q 4e
1294.7136,6.410e-28,0.0679,0.079,3329.553,3,3000,2000,R 44e
1294.7173,1.015e-28,0.0765,0.098,1287.9136,2,1220,0200,Q 18e
1294.7179,1.606e-24,0.0799,0.103,2432.9072,1,1440,0440,P 13e
1294.7179,1.606e-24,0.0799,0.103,2432.9072,1,1440,0440,P 13f
1294.7206,1.414e-27,0.0722,0.09,3408.9327,1,2330,1330,Q 28f
1294.7218,1.414e-27,0.0722,0.09,3408.9319,1,2330,1330,Q 28e
1294.7404,1.577e-28,0.0707,0.086,3561.1092,3,2310,2110,R 32f
1294.7492,3.895e-28,0.0799,0.103,3108.9097,3,2330,1330,R 12e
1294.7492,3.895e-28,0.0799,0.103,3108.9097,3,2330,1330,R 12f
1294.7516,5.763e-28,0.0729,0.091,2715.7679,5,2220,1220,R 25e
1294.7551,6.144e-26,0.0868,0.109,1773.6482,3,1330,0330,R 6e
1294.7551,6.144e-26,0.0868,0.109,1773.6482,3,1330,0330,R 6f
1294.7560,5.764e-28,0.0729,0.091,2715.7533,5,2220,1220,R 25f
1294.7725,2.127e-28,0.0741,0.094,4656.0103,1,4110,3110,R 22e
1294.7736,3.436e-28,0.0777,0.1,4435.6095,1,3310,2310,R 15e
1294.7750,4.717e-27,0.0701,0.085,2340.8189,5,2110,1110,R 34e
1294.7801,3.519e-26,0.0687,0.081,3479.6793,1,1111,0111,R 40e
1294.7810,1.315e-28,0.0668,0.076,3446.6018,1,1420,0420,Q 51e
1294.7853,6.145e-28,0.0729,0.091,4219.4833,1,1331,0331,R 25f
1294.7853,6.145e-28,0.0729,0.091,4219.4828,1,1331,0331,R 25e
1294.7907,3.123e-27,0.0906,0.112,2289.4319,2,1420,0420,R 3f
1294.7908,3.123e-27,0.0906,0.112,2289.4319,2,1420,0420,R 3e
1294.7913,2.093e-24,0.0719,0.089,917.2194,5,1110,0110,R 28f
1294.7951,2.612e-28,0.0906,0.112,2848.3913,2,2310,0510,R 3e
1294.7992,6.430e-22,0.0765,0.098,128.1919,2,1000,0000,R 17e
1294.8022,1.644e-27,0.0725,0.09,3385.4765,1,2330,1330,Q 27f
1294.8032,1.644e-27,0.0725,0.09,3385.4759,1,2330,1330,Q 27e
1294.8061,2.361e-22,0.0707,0.086,427.347,3,1000,0000,R 32e
1294.8100,2.997e-28,0.0799,0.103,1243.2813,1,1200,0220,R 12e
1294.8142,5.807e-25,0.0694,0.083,1799.9728,1,1220,0220,Q 38f
1294.8162,2.612e-28,0.0906,0.112,2848.4189,2,2310,0510,R 3f
1294.8170,3.715e-21,0.0906,0.112,593.798,1,1110,0110,R 3e
1294.8182,1.661e-26,0.0675,0.078,2139.6818,5,2000,1000,R 46e
1294.8204,1.788e-28,0.0707,0.086,3576.5779,2,3110,2110,R 32f
1294.8215,6.472e-26,0.0729,0.091,2044.5553,1,1310,0310,Q 26f
1294.8256,3.715e-21,0.0906,0.112,593.8075,1,1110,0110,R 3f
1294.8295,1.893e-24,0.0791,0.102,1244.7221,3,1220,0220,R 13e
1294.8296,1.893e-24,0.0791,0.102,1244.7204,3,1220,0220,R 13f
1294.8323,3.953e-25,0.0663,0.075,1717.6058,4,1110,0110,R 53f
1294.8327,6.960e-27,0.0754,0.096,2608.3092,3,2220,1220,R 19e
1294.8336,6.960e-27,0.0754,0.096,2608.3036,3,2220,1220,R 19f
1294.8391,4.273e-28,0.0833,0.106,2912.2811,3,1510,0510,R 9e
1294.8395,8.284e-25,0.0699,0.084,1737.132,1,1220,0220,Q 36e
1294.8692,3.319e-25,0.0662,0.075,1758.2194,4,1110,0110,R 54e
1294.8805,1.025e-28,0.0646,0.07,3623.9534,1,1330,0330,Q 66f
1294.8809,1.906e-27,0.0729,0.091,3362.857,1,2330,1330,Q 26f
1294.8817,1.906e-27,0.0729,0.091,3362.8566,1,2330,1330,Q 26e
1294.8826,1.487e-25,0.0725,0.09,1447.4909,5,1200,0200,R 26e
1294.8878,3.182e-28,0.0777,0.1,4436.031,1,3310,2310,R 15f
1294.8936,4.272e-28,0.0833,0.106,2912.4622,3,1510,0510,R 9f
1294.9122,3.231e-28,0.0675,0.078,3285.7018,4,1420,1220,R 46e
1294.9170,2.631e-28,0.0741,0.094,4358.4259,1,1770,0770,P 23e
1294.9170,2.631e-28,0.0741,0.094,4358.4259,1,1770,0770,P 23f
1294.9234,6.972e-25,0.0696,0.084,1768.083,1,1220,0220,Q 37f
1294.9310,3.753e-28,0.0707,0.086,4370.5877,1,1311,0311,R 32e
1294.9419,4.419e-27,0.0673,0.078,2621.748,4,1310,0310,R 47e
1294.9421,1.041e-28,0.0704,0.086,3328.5682,4,2330,0530,R 33f
1294.9428,1.041e-28,0.0704,0.086,3328.5642,4,2330,0530,R 33e
1294.9567,2.203e-27,0.0733,0.092,3341.0745,1,2330,1330,Q 25f
1294.9573,2.203e-27,0.0733,0.092,3341.0741,1,2330,1330,Q 25e
1294.9593,1.949e-28,0.0745,0.094,3107.389,4,1550,0550,R 21f
1294.9593,1.949e-28,0.0745,0.094,3107.389,4,1550,0550,R 21e
1294.9617,1.807e-28,0.0906,0.112,4202.9796,1,2510,1510,R 3e
1294.9623,2.242e-26,0.0701,0.085,2225.8116,4,1330,0330,R 34f
1294.9626,2.242e-26,0.0701,0.085,2225.8106,4,1330,0330,R 34e
1294.9635,9.884e-25,0.0701,0.085,1706.9064,1,1220,0220,Q 35e
1294.9650,7.598e-26,0.0719,0.089,2190.2945,3,2110,1110,R 28e
1294.9657,3.916e-28,0.0777,0.1,4196.675,1,2550,0750,P 16e
1294.9657,3.916e-28,0.0777,0.1,4196.675,1,2550,0750,P 16f
1294.9721,3.866e-28,0.0736,0.093,3242.8949,3,3110,1310,R 23e
1294.9762,1.288e-25,0.0741,0.094,2071.286,2,2110,1110,R 22e
1294.9832,1.807e-28,0.0906,0.112,4203.0074,1,2510,1510,R 3f
1294.9836,8.808e-25,0.0906,0.112,2330.9857,1,1400,0400,P 4e
1294.9876,7.863e-28,0.0719,0.089,2113.9443,1,1330,0310,P 29e
1294.9899,9.814e-26,0.0765,0.098,3293.0866,1,3110,2110,R 17e
1294.9906,2.022e-23,0.0857,0.108,1797.2,1,1330,0330,P 8e
1294.9906,2.022e-23,0.0857,0.108,1797.2,1,1330,0330,P 8f
1294.9935,7.492e-26,0.0733,0.092,2022.6745,1,1310,0310,Q 25f
1294.9961,9.627e-26,0.0833,0.106,2960.3768,1,1530,0530,P 10f
1294.9961,9.627e-26,0.0833,0.106,2960.3768,1,1530,0530,P 10e
1294.9983,4.525e-27,0.088,0.11,3633.5071,1,2400,1400,R 5e
1295.0013,3.239e-28,0.0675,0.078,3285.6147,4,1420,1220,R 46f
